Rank,Name,Platform,Year,Genre,Publisher,Global_Sales
10137,To Heart 2: Dungeon Travelers,"PSP,PSV",2011,Adventure,Aqua Plus,0.16
12765,Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,0.06
10517,Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0.1
16105,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011,Misc,Namco Bandai Games,0.01
5399,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,0.34
5873,Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.3
15485,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02
9693,Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0.12
6785,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0.24
12221,Top Gun,"PS3,DS",2011,Simulation,505 Games,0.11
9313,Top Shot Arcade,Wii,2011,Shooter,Activision,0.14
2866,Top Spin 4,"PS3,X360,Wii",2011,Sports,Take-Two Interactive,1.29
5252,Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games,0.36
3400,Total War: Shogun 2,PC,2011,Strategy,Sega,0.59
9275,Touch My Katamari,PSV,2011,Puzzle,Namco Bandai Games,0.14
5155,Transformers: Dark of the Moon,"PS3,X360,3DS,Wii",2011,Action,Activision,1.05
4256,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,0.46
15420,Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0.02
15082,Treasure Chase,DS,2011,Puzzle,Storm City Games,0.02
13255,Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0.05
13982,Trine 2,"PC,WiiU",2011,Platform,Focus Home Interactive,0.07
14622,Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03
8650,Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,0.16
14674,Tsuku Monogatari,PSP,2011,Adventure,FuRyu,0.03
14693,TV Total Events,Wii,2011,Misc,7G//AMES,0.03
9606,Twister Mania,X360,2011,Misc,505 Games,0.13
3704,Two Worlds II,"X360,PS3,PC",2011,Role-Playing,Unknown,1.22
7837,uDraw Studio: Instant Artist,"Wii,X360",2011,Misc,THQ,0.21
2648,UFC Personal Trainer: The Ultimate Fitness System,"X360,PS3,Wii",2011,Sports,THQ,1.18
5467,Ultimate Marvel vs. Capcom 3,"PSV,PS3,X360",2011,Fighting,Capcom,0.5
16132,Umineko no Naku Koro ni Portable 1,PSP,2011,Adventure,Alchemist,0.01
12376,Unchained Blades,"PSP,3DS",2011,Role-Playing,FuRyu,0.1
116,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,6.83
1025,Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,1.74
15844,Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0.02
9072,Uta no * Prince-Sama: Repeat,PSP,2011,Adventure,Broccoli,0.14
16086,Uta no * Prince-Sama: Sweet Serenade,PSP,2011,Adventure,Broccoli,0.01
10522,Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,0.1
14937,Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,0.02
15158,Veggy World,DS,2011,Shooter,Jack of All Games,0.02
13270,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,0.05
8645,Victorious: Hollywood Arts Debut,DS,2011,Misc,D3Publisher,0.16
9632,Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.13
15920,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011,Role-Playing,Gust,0.02
4267,Virtua Tennis 4,"PS3,X360,Wii,PC",2011,Sports,Sega,0.88
4181,Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.47
12666,Vitamin X to Z,PSP,2011,Adventure,D3Publisher,0.06
16131,Voodoo Chronicles: First Sign,PC,2011,Adventure,ValuSoft,0.01
14859,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0.03
6085,Wappy Dog,DS,2011,Simulation,Activision,0.29
11487,"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0.08
3525,"Warhammer 40,000: Space Marine","X360,PS3,PC",2011,Shooter,THQ,1.23
3257,Warriors Orochi 3,"PS3,X360,PS4,PSP,PSV,XOne",2011,Action,Ubisoft Annecy,1.15
7883,Warriors: Legends of Troy,"PS3,X360",2011,Action,Tecmo Koei,0.25
7571,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.2
7937,We Dance,Wii,2011,Misc,Nordic Games,0.19
5246,We Sing Deutsche Hits,Wii,2011,Misc,Nordic Games,0.36
11607,We Sing Rock!,Wii,2011,Misc,Nordic Games,0.08
8068,We Sing UK Hits,Wii,2011,Misc,Nordic Games,0.18
10530,Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,0.1
8857,White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,0.15
10803,Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,0.1
13214,Wicked Monster Blast!,Wii,2011,Shooter,PQube,0.05
2195,Wii Play: Motion,Wii,2011,Misc,Nintendo,0.95
11309,Wildlife Park 3,PC,2011,Simulation,bitComposer Games,0.08
11715,Winter Sports 2011,"Wii,PS3,X360",2011,Sports,DTP Entertainment,0.15
9349,Winter Stars,"Wii,X360,PS3",2011,Sports,Deep Silver,0.32
5461,Wipeout 2,"Wii,X360,DS,3DS,PS3",2011,Misc,Activision,1.22
2257,Wipeout: In The Zone,X360,2011,Misc,Activision,0.92
15666,Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,0.02
6034,World of Tanks,"PC,X360",2011,Shooter,Wargaming.net,0.33
13985,Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0.04
8419,WRC 2: FIA World Rally Championship,"PS3,X360,PC",2011,Racing,Ubisoft,0.27
10941,WSC Real 11: World Snooker Championship,"PS3,X360",2011,Sports,Koch Media,0.13
1560,WWE '12,"X360,PS3,Wii",2011,Fighting,THQ,2.81
4663,WWE All Stars,"PS3,X360,3DS,Wii,PSP,PS2",2011,Fighting,THQ,1.5
6720,X-Men: Destiny,"PS3,X360,Wii,DS",2011,Action,Activision,0.66
3308,Yakuza: Dead Souls,PS3,2011,Shooter,Sega,0.61
7255,Yoostar2,"X360,PS3",2011,Misc,Unknown,0.33
1721,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,1.17
8549,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0.16
7375,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,0.21
12785,Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,0.06
11296,ZhuZhu Babies,DS,2011,Simulation,Activision,0.08
11802,ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.07
8071,ZhuZhu Puppies,DS,2011,Simulation,Activision,0.18
13595,Zombi Daisuki,DS,2011,Action,ChunSoft,0.04
6628,Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,0.25
9196,Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.14
502,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,2.88
14279,.hack: Sekai no Mukou ni + Versus,PS3,2012,Action,Namco Bandai Games,0.03
2576,[Prototype 2],"X360,PS3,PC",2012,Action,Activision,1.65
14300,Accel World: Ginyoku no Kakusei,"PS3,PSP",2012,Adventure,Namco Bandai Games,0.06
7720,Aikatsu! Cinderella Lesson,3DS,2012,Role-Playing,Namco Bandai Games,0.2
14029,Ailu de Puzzle,PSP,2012,Action,Capcom,0.04
16428,Akatsuki no Goei Trinity,"PSP,PS3",2012,Adventure,5pb,0.02
7065,AKB1/149: Love Election,"PSP,PS3,PSV",2012,Adventure,Namco Bandai Games,0.38
10244,AKB48+Me,3DS,2012,Action,Unknown,0.11
11510,Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0.08
10591,All Kamen Rider: Rider Generation 2,"DS,PSP",2012,Action,Namco Bandai Games,0.16
13378,Amnesia Later,"PSP,PSV",2012,Misc,Idea Factory,0.06
7484,Anarchy Reigns,"PS3,X360",2012,Action,Sega,0.38
3208,Angry Birds Trilogy,"3DS,X360,PS3",2012,Action,Activision,1.06
74,Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,9.09
14955,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0.02
13924,Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0.04
10635,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.1
15400,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0.02
4864,Armored Core V,"PS3,X360",2012,Simulation,Namco Bandai Games,0.62
4249,Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.46
129,Assassin's Creed III,"PS3,X360,PC,WiiU",2012,Action,Ubisoft,13.1
1288,Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,1.47
4776,Asura's Wrath,"PS3,X360",2012,Action,Capcom,0.65
6436,Atelier Ayesha: The Alchemist of Dusk,"PS3,PSV",2012,Role-Playing,Tecmo Koei,0.32
15501,Azada,3DS,2012,Puzzle,Licensed 4U,0.02
13075,Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0.05
16515,Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.01
5449,Binary Domain,"PS3,X360",2012,Action,Sega,0.52
6655,Birds of Steel,"PS3,X360",2012,Simulation,Konami Digital Entertainment,0.41
10335,Blades of Time,"X360,PS3",2012,Action,Konami Digital Entertainment,0.21
2931,Book of Spells,PS3,2012,Action,Sony Computer Entertainment,0.7
454,Borderlands 2,"X360,PS3,PC,PSV",2012,Shooter,Take-Two Interactive,7.11
14649,Botanicula,PC,2012,Adventure,Daedalic Entertainment,0.03
10925,Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09
15107,Brave: The Video Game,"Wii,DS",2012,Action,Disney Interactive Studios,0.04
1404,Bravely Default: Flying Fairy,3DS,2012,Role-Playing,Nintendo,1.38
14773,Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0.03
11687,Brothers in Arms: Furious 4,"PS3,X360",2012,Shooter,Ubisoft,0.09
16217,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012,Action,FuRyu,0.01
1073,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,1.69
35,Call of Duty: Black Ops II,"PS3,X360,PC,WiiU",2012,Shooter,Activision,29.72
14864,Capcom Digital Collection,X360,2012,Action,Capcom,0.03
14312,Captain Morgane and the Golden Turtle,"DS,PS3,PC,Wii",2012,Adventure,Reef Entertainment,0.1
11909,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0.07
12949,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0.05
10785,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0.1
7631,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.2
11713,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0.08
8368,Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.17
9773,Crush3D,3DS,2012,Platform,Sega,0.12
8680,Culdcept,"3DS,PS2",2012,Misc,Nintendo,0.19
15967,Curse of the Amsterdam Diamond,DS,2012,Puzzle,Easy Interactive,0.02
15813,Custom Drive,PSP,2012,Action,D3Publisher,0.02
5837,Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0.3
5234,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,Namco Bandai Games,0.36
11828,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07
2491,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.83
11622,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0.08
15438,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,0.02
2414,Darksiders II,"PS3,X360,PS4,WiiU,PC,XOne",2012,Action,THQ,2.26
3127,Dead or Alive 5,"PS3,PS4,X360,PSV,XOne",2012,Fighting,Tecmo Koei,1.48
13695,Deadliest Warrior: Ancient Combat,"X360,PS3",2012,Fighting,Cloud Imperium Games Corporation,0.08
14170,Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,0.03
8748,Deponia,PC,2012,Adventure,Daedalic,0.15
13130,Detective Conan: Prelude from the Past,"DS,PSP",2012,Action,Namco Bandai Games,0.09
15297,Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,Arc System Works,0.02
14609,Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad,0.03
2458,Devil May Cry HD Collection,"PS3,X360",2012,Action,Capcom,1.28
182,Diablo III,"PC,PS3,PS4,X360,XOne",2012,Role-Playing,Activision,11.08
13284,Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0.05
15238,Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0.02
7309,Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games,0.22
6896,DiRT Showdown,"X360,PS3",2012,Racing,Codemasters,0.43
1033,Dishonored,"X360,PS3,PC,PS4,XOne",2012,Action,Bethesda Softworks,4.3
16519,DJ Max Technika Tune,PSV,2012,Misc,CyberFront,0.01
16271,Dokuro,PSV,2012,Action,GungHo,0.01
3438,Doom 3 BFG Edition,"PS3,X360,PC",2012,Shooter,Bethesda Softworks,1.11
11523,Doraemon: Nobita and the Island of Miracles,3DS,2012,Action,FuRyu,0.08
16485,Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,0.01
2164,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,2012,Role-Playing,Square Enix,0.96
2156,Dragon Quest X,"Wii,WiiU,3DS",2012,Role-Playing,Square Enix,1.53
979,Dragon's Dogma,"PS3,X360",2012,Role-Playing,Capcom,2.58
7214,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.22
9213,Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0.14
12313,Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0.06
11895,E.X. Troopers,"3DS,PS3",2012,Shooter,Capcom,0.12
12391,Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0.06
15735,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0.02
15393,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,0.02
16569,End of Nations,PC,2012,Strategy,Trion Worlds,0.01
15572,Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0.02
2019,Epic Mickey 2: The Power of Two,"Wii,X360,PS3,WiiU",2012,Action,Disney Interactive Studios,2.31
4057,Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.49
5088,ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.37
5054,Etrian Odyssey IV: Legends of the Titans,3DS,2012,Role-Playing,Atlus,0.38
14751,Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0.03
9372,Euro Truck Simulator 2,PC,2012,Action,SCS Software,0.13
14128,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,Namco Bandai Games,0.03
1933,F1 2012,"PS3,X360,PC",2012,Racing,Codemasters,1.72
5344,F1 Race Stars,"PS3,X360,PC",2012,Racing,Codemasters,0.66
6043,Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,0.29
12061,Fairy Tail: Zelef Kakusei,PSP,2012,Action,Unknown,0.07
6093,Family Guy: Back to the Multiverse,"PS3,X360",2012,Action,Activision,0.54
1808,Fantasy Life,3DS,2012,Role-Playing,Nintendo,1.13
383,Far Cry 3,"PS3,X360,PC",2012,Shooter,Ubisoft,7.47
9128,Farming Simulator 2012,3DS,2012,Action,Excalibur Publishing,0.14
2104,Farming Simulator 2013,"PC,X360,PS3",2012,Simulation,Focus Home Interactive,1.54
10450,Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0.1
3262,FIFA Soccer,"PSV,PSP",2012,Sports,Electronic Arts,0.74
83,FIFA Soccer 13,"PS3,X360,Wii,WiiU,PSV,PC,PSP,3DS",2012,Action,Electronic Arts,16.16
1530,FIFA Street,"PS3,X360,PS2,XB,GC",2012,Sports,Electronic Arts,2.68
849,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,2
5946,Fist of the North Star: Ken's Rage 2,"PS3,X360,WiiU",2012,Fighting,Tecmo Koei,0.38
1736,Football Manager 2013,PC,2012,Sports,Sega,1.17
845,Forza Horizon,X360,2012,Racing,Microsoft Game Studios,2.02
10129,Funky Barn,3DS,2012,Simulation,Ubisoft,0.11
13190,G1 Grand Prix,3DS,2012,Action,Genki,0.05
15925,Gaku ? Ou: The Royal Seven Stars,PSP,2012,Role-Playing,Alchemist,0.02
16318,Gakuen Hetalia,DS,2012,Adventure,Idea Factory,0.01
15335,Gal Gun,PS3,2012,Shooter,Alchemist,0.02
6546,Game of Thrones,"X360,PS3,PC",2012,Role-Playing,Focus Home Interactive,0.59
9307,Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.14
14145,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0.03
15219,Genroh,PSP,2012,Action,Idea Factory,0.02
12749,Girls RPG: Cinderellife,3DS,2012,Role-Playing,Level 5,0.06
2642,God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.78
13732,GoGo's Crazy Bones,DS,2012,Action,GameMill Entertainment,0.04
15558,Gon: BakuBakuBakuBaku Adventure,3DS,2012,Action,Namco Bandai Games,0.02
6855,Grand Slam Tennis 2,"PS3,X360",2012,Sports,Electronic Arts,0.43
3169,Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.64
13647,Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0.04
13157,Guild 01,3DS,2012,Action,Level 5,0.05
693,Guild Wars 2,PC,2012,Action,NCSoft,2.3
16205,Hakuoki: Reimeiroku DS,DS,2012,Action,Idea Factory,0.01
13398,Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.05
12744,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,Idea Factory,0.06
66,Halo 4,X360,2012,Shooter,Microsoft Game Studios,9.76
13727,Hanaoni: Yume no Tsudzuki,PSP,2012,Action,Idea Factory,0.04
14678,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0.03
2279,Harvest Moon 3D: A New Beginning,3DS,2012,Action,Marvelous Entertainment,0.91
8060,Hatsune Miku and Future Stars: Project Mirai,3DS,2012,Misc,Sega,0.18
14579,Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0.03
7419,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.21
12160,Heroes Phantasia,PSP,2012,Role-Playing,Namco Bandai Games,0.07
747,Hitman: Absolution,"PS3,X360,PC",2012,Action,Square Enix,4.2
13685,Horses 3D,3DS,2012,Misc,Ubisoft,0.04
13922,Hunter x Hunter: Wonder Adventure,PSP,2012,Action,Namco Bandai Games,0.04
16549,Hyakki Yagyou Kaidan Romance,PSP,2012,Action,Quinrose,0.01
8464,Hyperdimension Neptunia Victory,"PS3,PSV",2012,Role-Playing,Compile Heart,0.23
11409,I Am In The Movie,"Wii,PSP",2012,Simulation,Namco Bandai Games,0.14
11944,I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0.07
4215,Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,Level 5,0.47
10545,Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0.1
11965,Inversion,"PS3,X360,PC",2012,Shooter,Namco Bandai Games,0.14
5233,James Bond 007: Legends,"PS3,X360,WiiU",2012,Shooter,Activision,0.79
15374,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,0.02
12645,Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0.06
14729,Jewel Match 2,DS,2012,Puzzle,Easy Interactive,0.03
7493,Jikkyou Powerful Pro Yakyuu 2012,"PS3,PSP,PSV",2012,Action,Konami Digital Entertainment,0.45
12439,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0.06
6619,Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.25
112,Just Dance 4,"Wii,X360,PS3,WiiU",2012,Misc,Ubisoft,8.93
6046,Just Dance Wii 2,Wii,2012,Misc,Nintendo,0.29
8632,Just Dance: Disney Party,"X360,Wii",2012,Misc,Ubisoft,0.29
7438,Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft,0.21
14444,Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,Idea Factory,0.03
14215,K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0.03
15226,Kannou Mukashi Banashi Portable,PSP,2012,Adventure,Idea Factory,0.02
10433,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,0.1
1550,Kid Icarus: Uprising,3DS,2012,Action,Nintendo,1.28
9685,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0.12
10476,Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,0.1
15637,Kimikare: New Semester,PSP,2012,Action,Idea Factory,0.02
3376,Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.6
972,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.78
1178,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,1.58
2351,Kingdoms of Amalur: Reckoning,"X360,PS3,PC",2012,Role-Playing,Electronic Arts,2.07
2975,Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,0.68
6258,Kobitodzukan: Kobito Kansatsu Set,3DS,2012,Misc,Nippon Columbia,0.28
16488,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012,Action,Broccoli,0.01
12993,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0.05
15434,Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0.02
7580,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action,Sega,0.2
10397,Kuroko's Basketball: Miracle Game,"PSP,3DS",2012,Sports,Namco Bandai Games,0.21
14458,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,"3DS,PSV",2012,Adventure,ChunSoft,0.06
15757,L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0.02
13990,Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0.04
1077,LEGO Batman 2: DC Super Heroes,"X360,Wii,PS3,DS,3DS,PSV,WiiU",2012,Action,Warner Bros. Interactive Entertainment,6.37
1582,LEGO The Lord of the Rings,"X360,PS3,Wii,3DS,PSV,PC,DS",2012,Action,Warner Bros. Interactive Entertainment,4.43
7978,Little Battlers eXperience W,"PSP,3DS,PSV",2012,Role-Playing,Level 5,0.33
7483,Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo,0.21
2321,LittleBigPlanet Karting,PS3,2012,Action,Sony Computer Entertainment,0.9
1298,LittleBigPlanet PS Vita,PSV,2012,Platform,Sony Computer Entertainment,1.47
3013,Lollipop Chainsaw,"PS3,X360",2012,Action,Warner Bros. Interactive Entertainment,1.16
2904,London 2012: The Official Video Game of the Olympic Games,"PS3,X360",2012,Sports,Sega,1.29
11246,Lost Heroes,"3DS,PSP",2012,Role-Playing,Namco Bandai Games,0.16
6495,Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.26
507,Madden NFL 13,"X360,PS3,Wii,PSV,WiiU",2012,Sports,Electronic Arts,6.53
7348,Magician's Quest: Town of Magic,3DS,2012,Simulation,Konami Digital Entertainment,0.21
3996,Major League Baseball 2K12,"X360,PS3,Wii,PSP,DS,PC",2012,Sports,Take-Two Interactive,1.06
14156,Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012,Action,Nippon Ichi Software,0.03
406,Mario Party 9,Wii,2012,Misc,Nintendo,3.32
2206,Mario Tennis Open,3DS,2012,Sports,Nintendo,0.94
9666,Marvel Avengers: Battle for Earth,"WiiU,X360",2012,Action,Ubisoft,0.14
458,Mass Effect 3,"X360,PS3,PC,WiiU",2012,Role-Playing,Electronic Arts,5.78
4702,Mass Effect Trilogy,"X360,PS3,PC",2012,Action,Electronic Arts,1.1
910,Max Payne 3,"PS3,X360,PC",2012,Shooter,Take-Two Interactive,3.99
13567,Mechanic Escape,PS3,2012,Platform,D3Publisher,0.04
1313,Medal of Honor: Warfighter,"PS3,X360,PC",2012,Action,Electronic Arts,2.96
9339,Medalot 7,3DS,2012,Action,Rocket Company,0.13
4088,Metal Gear Solid HD Edition,"PSV,PS3,X360",2012,Action,Konami Digital Entertainment,0.59
